num_estimator,frac,voting,train_acc,val_acc,model,bootstrap
3,0.15,hard,0.40153172866520787,0.37554585152838427,"Layer: [in:11] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:6] [activation:Softmax]
",True
3,0.15,hard,0.5536105032822757,0.537117903930131,<__main__.DecisionTree object at 0x7f950c8cc9a0>,True
3,0.15,hard,0.17067833698030635,0.1965065502183406,"Layer: [in:11] [out:6] [activation:Softmax]
",False
3,0.15,hard,0.412472647702407,0.388646288209607,"Layer: [in:11] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:6] [activation:Softmax]
",False
3,0.15,hard,0.574398249452954,0.43231441048034935,<__main__.DecisionTree object at 0x7f950c8cc9a0>,False
3,0.15,soft,0.16411378555798686,0.22270742358078602,"Layer: [in:11] [out:6] [activation:Softmax]
",True
3,0.15,soft,0.4135667396061269,0.388646288209607,"Layer: [in:11] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:6] [activation:Softmax]
",True
3,0.15,soft,0.6269146608315098,0.5240174672489083,<__main__.DecisionTree object at 0x7f950c8cc9a0>,True
3,0.15,soft,0.1652078774617068,0.20087336244541484,"Layer: [in:11] [out:6] [activation:Softmax]
",False
3,0.15,soft,0.3927789934354486,0.3624454148471616,"Layer: [in:11] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:6] [activation:Softmax]
",False
3,0.15,soft,0.5557986870897156,0.49344978165938863,<__main__.DecisionTree object at 0x7f950c8cc9a0>,False
3,0.25,hard,0.1673960612691466,0.21397379912663755,"Layer: [in:11] [out:6] [activation:Softmax]
",True
3,0.25,hard,0.41684901531728663,0.388646288209607,"Layer: [in:11] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:6] [activation:Softmax]
",True
3,0.25,hard,0.611597374179431,0.5109170305676856,<__main__.DecisionTree object at 0x7f950c8cc9a0>,True
3,0.25,hard,0.16192560175054704,0.2052401746724891,"Layer: [in:11] [out:6] [activation:Softmax]
",False
3,0.25,hard,0.4037199124726477,0.38427947598253276,"Layer: [in:11] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:6] [activation:Softmax]
",False
3,0.25,hard,0.6269146608315098,0.5240174672489083,<__main__.DecisionTree object at 0x7f950c8cc9a0>,False
3,0.25,soft,0.1652078774617068,0.21397379912663755,"Layer: [in:11] [out:6] [activation:Softmax]
",True
3,0.25,soft,0.4037199124726477,0.37554585152838427,"Layer: [in:11] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:16] [activation:Sigmoid]
Layer: [in:16] [out:6] [activation:Softmax]
",True
