num_estimator,frac,voting,train_acc,val_acc,model,bootstrap
5,0.5,hard,0.6471145489113428,0.558226834998832,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",True
5,0.5,hard,0.8835950517220033,0.7420767649511901,<__main__.DecisionTree object at 0x7f950cae8520>,True
5,0.5,hard,0.7237673328964791,0.7521490404431314,"Layer: [in:13] [out:1] [activation:Linear]
",False
5,0.5,hard,0.6629652872133242,0.5797830618177787,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",False
5,0.5,hard,0.8753076680057891,0.7143099396844812,<__main__.DecisionTree object at 0x7f950cae8520>,False
5,0.5,soft,0.7180095520459586,0.6480485398773681,"Layer: [in:13] [out:1] [activation:Linear]
",True
5,0.5,soft,0.6669782079843568,0.6156130530008868,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",True
5,0.5,soft,0.8718803668124872,0.7370754851932321,<__main__.DecisionTree object at 0x7f950cae8520>,True
5,0.5,soft,0.7226873073025579,0.6541217119404797,"Layer: [in:13] [out:1] [activation:Linear]
",False
5,0.5,soft,0.6581054977077814,0.5437198156464618,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",False
5,0.5,soft,0.8823882853567465,0.781757173776679,<__main__.DecisionTree object at 0x7f950cae8520>,False
8,0.15,hard,0.7029615273254868,0.6412770148789397,"Layer: [in:13] [out:1] [activation:Linear]
",True
8,0.15,hard,0.058083470214958854,-1.0159297248257806,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",True
8,0.15,hard,0.82917306901786,0.7746331689929982,<__main__.DecisionTree object at 0x7f950cae8520>,True
8,0.15,hard,0.6584821896674179,0.6224707073859997,"Layer: [in:13] [out:1] [activation:Linear]
",False
8,0.15,hard,0.1915654516231715,-0.2938441623432071,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",False
8,0.15,hard,0.8308570244091887,0.6415167490584499,<__main__.DecisionTree object at 0x7f950cae8520>,False
8,0.15,soft,0.7049376798748889,0.6997455030356055,"Layer: [in:13] [out:1] [activation:Linear]
",True
