num_estimator,frac,voting,train_acc,val_acc
25,0.75,soft,0.7550972851127168,0.5628046057640232
25,1.0,soft,0.7563732678300807,0.5622249757178508
16,1.0,hard,0.7657561648346266,0.5620322465837942
28,0.5,hard,0.7628395144057645,0.5615349732959185
16,0.5,soft,0.7584744384699457,0.5614013882047699
22,0.5,hard,0.7531011062980757,0.5613678744218007
16,0.25,hard,0.7585061223396269,0.5612342627042382
13,0.75,soft,0.747327610853916,0.5607523595181796
19,0.75,soft,0.759820153180871,0.5606969382621347
1,1.0,hard,0.6996260879300127,0.5603823712563374
28,1.0,soft,0.7405105301953016,0.5599467088537453
28,0.75,soft,0.7433506132825052,0.5599118884292286
7,0.5,hard,0.7522773433848554,0.5589996162332775
25,1.0,hard,0.7563556339392592,0.5582116944952421
19,0.75,soft,0.7552236750357835,0.5574360187467402
7,0.75,hard,0.7678834978390013,0.5554753376437793
25,1.0,hard,0.7465717458382712,0.5549433206505716
7,0.15,hard,0.7076779334270829,0.5531100828460104
10,0.75,hard,0.7610320293386627,0.5524449046744543
25,0.75,hard,0.7438162273918631,0.5523614846120222
7,1.0,hard,0.7517221722239221,0.5510497364103526
1,0.75,soft,0.6866128385512897,0.5498855729286686
25,1.0,soft,0.757557891628117,0.548750131739107
10,0.75,soft,0.7388566679586215,0.5486430969509108
22,1.0,soft,0.7625085368923827,0.5483282878929185
4,0.5,hard,0.7347131098116678,0.5479032537649675
28,1.0,hard,0.7371764019116877,0.5478539240185263
7,0.25,soft,0.7285538835359209,0.5474919754246927
28,0.75,soft,0.7429634687123896,0.5469144394564196
19,1.0,hard,0.7249144939866914,0.5467394287200853
7,0.75,soft,0.7278362363718264,0.5452374329703988
13,1.0,hard,0.7542412189228196,0.5445102434465504
7,0.5,soft,0.732297043427977,0.5429392965760056
19,0.75,hard,0.7447730812192722,0.541770937645318
4,1.0,hard,0.71990397331624,0.541547094678224
1,0.75,soft,0.6885373245946581,0.5371390756856013
22,0.75,soft,0.746245045702096,0.5367049905843793
4,0.75,soft,0.7369620746076644,0.5366014165212631
7,0.15,soft,0.7496172850344411,0.5364032856979432
10,0.5,hard,0.7387648980242199,0.5361707225985886
25,0.75,soft,0.7435248501120498,0.5354178444325941
16,0.75,soft,0.7443259397931015,0.5347893331227125
13,1.0,hard,0.7535558411410382,0.5345317611947291
10,1.0,soft,0.7534906114773449,0.5344699586322086
13,0.5,hard,0.7405718489247992,0.5344178664490071
13,1.0,soft,0.7384957563815224,0.5343006612592365
13,0.75,soft,0.7320344696755043,0.5342659915316721
13,0.5,soft,0.7653047480895743,0.5326979789179681
22,1.0,soft,0.7502634997111439,0.5317685606902367
1,0.15,soft,0.6577405529381781,0.5314175993205938
4,0.5,soft,0.7311410715625257,0.5309437506352314
4,0.25,soft,0.7217788332642474,0.5308537959946787
10,1.0,soft,0.7426620393434549,0.5253696280967763
22,1.0,hard,0.7480755347943715,0.524724972563529
10,0.5,soft,0.7562948271933201,0.5221660042648693
10,0.75,soft,0.7498626684968095,0.5189951083437425
10,0.5,hard,0.7685589070887928,0.518299134745341
4,0.15,soft,0.6463347776751486,0.5159025691688996
10,0.15,hard,0.7208132880790297,0.5152849160010602
7,1.0,soft,0.7353698821463078,0.5117701096379152
7,1.0,soft,0.7299741170698483,0.5062022554511163
4,1.0,hard,0.733675128308783,0.5049651431162219
10,0.15,soft,0.7284490678927943,0.502082177219888
1,0.5,soft,0.6725752953371071,0.5016562264271176
4,1.0,soft,0.7285227935371247,0.49484964177523694
4,0.75,soft,0.7299866674960778,0.4945993849834829
1,0.5,hard,0.6741940038843669,0.4943788949533502
1,0.75,hard,0.6397762052212517,0.46823404619477227
1,0.25,hard,0.6903590834622808,0.4634550919083945
1,1.0,soft,0.6255187586784325,0.4607932713932341
1,1.0,hard,0.7077996308407519,0.45291084845897
1,0.15,soft,0.6477334586159906,0.44590769838026345
1,0.75,hard,0.6894914008454791,0.4376003897782741
1,0.25,soft,0.6211003951705398,0.3954972595122709
1,0.15,hard,0.6810803082554955,0.38778467165839325
4,0.15,hard,0.6812357436580716,0.37773290426694417
1,0.15,hard,0.6178859370393093,0.22452179563926355
